research_category	feature_name	source_type	habitat	final_clade	final_clade_name	MAG	n_sequence_memberships	reconstruction_score_pct	score_ge_50	score_ge_75
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY365BB-8-12_bin8	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY366YW-0-4_bin34	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY366YW-0-4_bin9	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY366YW-8-12_bin2	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY368YW-8-12_bin33	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-0-4_bin8	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-8-12_bin27	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-8-12_bin34	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-8-12_bin4	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-0-4_bin35	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-0-4_bin6	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-4-8_bin29	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-4-8_bin33	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-8-12_bin15	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-8-12_bin25	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-8-12_bin4	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY459WG-0-4_bin37	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY459WG-8-12_bin2	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	S1_9-12_bin1	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	SQ_58_0-4_bin4	1	33.3333333333333	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	S1_9-12_bin1	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C1_12-18_bin19	1	16.6666666666667	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C1_12-18_bin24	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C2_12-18_bin11	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C2_12-18_bin17	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	S13_0-2_bin3	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	S15_8-10_bin20	1	16.6666666666667	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	R2111_S300_0-10_bin19	1	0	FALSE	FALSE
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	R2111_N500_0-10_bin13	1	0	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	SY366YW-4-8_bin7	1	36.3636363636364	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY366YW-0-4_bin2	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY368YW-8-12_bin14	1	18.1818181818182	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY368YW-8-12_bin16	1	18.1818181818182	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY459WG-0-4_bin26	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY459WG-4-8_bin39	1	18.1818181818182	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY365BB-0-4_bin24	1	54.5454545454545	TRUE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY365BB-8-12_bin7	1	54.5454545454545	TRUE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY366YB-0-4_bin3	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY366YB-0-4_bin5	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY368YW-4-8_bin24	1	18.1818181818182	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY456YB-4-8_bin24	1	63.6363636363636	TRUE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY456YB-8-12_bin5	1	27.2727272727273	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY457BB-0-4_bin2	1	36.3636363636364	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY457BB-8-12_bin10	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY457BB-8-12_bin16	1	18.1818181818182	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY459WG-4-8_bin8	1	54.5454545454545	TRUE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY459WG-8-12_bin19	1	54.5454545454545	TRUE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY365BB-8-12_bin10	1	36.3636363636364	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY365BB-8-12_bin26	1	36.3636363636364	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY365BB-8-12_bin8	1	36.3636363636364	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY366YW-0-4_bin34	1	54.5454545454545	TRUE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY366YW-0-4_bin9	1	54.5454545454545	TRUE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY366YW-8-12_bin2	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY368YW-8-12_bin33	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-0-4_bin8	1	45.4545454545455	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-8-12_bin27	1	45.4545454545455	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-8-12_bin34	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-8-12_bin4	1	63.6363636363636	TRUE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-0-4_bin35	1	36.3636363636364	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-0-4_bin6	1	45.4545454545455	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-4-8_bin29	1	18.1818181818182	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-4-8_bin33	1	36.3636363636364	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-8-12_bin15	1	45.4545454545455	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-8-12_bin25	1	18.1818181818182	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-8-12_bin4	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY459WG-0-4_bin37	1	18.1818181818182	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY459WG-8-12_bin2	1	45.4545454545455	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	S1_9-12_bin1	1	45.4545454545455	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	SQ_58_0-4_bin4	1	27.2727272727273	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	S1_9-12_bin1	1	45.4545454545455	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C1_12-18_bin19	1	45.4545454545455	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C1_12-18_bin24	1	18.1818181818182	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C2_12-18_bin11	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C2_12-18_bin17	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	S13_0-2_bin3	1	9.09090909090909	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	S15_8-10_bin20	1	36.3636363636364	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	R2111_S300_0-10_bin19	1	0	FALSE	FALSE
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	R2111_N500_0-10_bin13	1	9.09090909090909	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	SY366YW-4-8_bin7	1	33.3333333333333	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY366YW-0-4_bin2	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY368YW-8-12_bin14	1	0	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY368YW-8-12_bin16	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY459WG-0-4_bin26	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY459WG-4-8_bin39	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY365BB-0-4_bin24	1	44.4444444444444	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY365BB-8-12_bin7	1	55.5555555555556	TRUE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY366YB-0-4_bin3	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY366YB-0-4_bin5	1	33.3333333333333	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY368YW-4-8_bin24	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY456YB-4-8_bin24	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY456YB-8-12_bin5	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY457BB-0-4_bin2	1	33.3333333333333	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY457BB-8-12_bin10	1	0	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY457BB-8-12_bin16	1	0	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY459WG-4-8_bin8	1	33.3333333333333	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	SY459WG-8-12_bin19	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY365BB-8-12_bin10	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY365BB-8-12_bin26	1	33.3333333333333	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY365BB-8-12_bin8	1	33.3333333333333	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY366YW-0-4_bin34	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY366YW-0-4_bin9	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY366YW-8-12_bin2	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY368YW-8-12_bin33	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-0-4_bin8	1	0	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-8-12_bin27	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-8-12_bin34	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY456YB-8-12_bin4	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-0-4_bin35	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-0-4_bin6	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-4-8_bin29	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-4-8_bin33	1	0	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-8-12_bin15	1	0	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-8-12_bin25	1	33.3333333333333	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY457BB-8-12_bin4	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY459WG-0-4_bin37	1	0	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	SY459WG-8-12_bin2	1	33.3333333333333	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	S1_9-12_bin1	1	44.4444444444444	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	SQ_58_0-4_bin4	1	22.2222222222222	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	S1_9-12_bin1	1	44.4444444444444	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C1_12-18_bin19	1	66.6666666666667	TRUE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C1_12-18_bin24	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C2_12-18_bin11	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	C2_12-18_bin17	1	0	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	S13_0-2_bin3	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	S15_8-10_bin20	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	R2111_S300_0-10_bin19	1	11.1111111111111	FALSE	FALSE
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	R2111_N500_0-10_bin13	1	0	FALSE	FALSE
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	SY366YW-4-8_bin7	1	100	TRUE	TRUE
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY366YW-0-4_bin2	1	0	FALSE	FALSE
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	SY368YW-8-12_bin14	1	0	FALSE	FALSE
