tree_label	candidate_id	source	gene_id	relative_gene_position	relative_bp_start	relative_bp_end	strand	plot_label	neighborhood_structure_class	strict_synteny_QC_pass	annotation
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	joint reference search + strict-QC	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_10	-2	-3076	-1943	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	joint reference search + strict-QC	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_11	-1	-1918	-1352	+	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	focal MAG candidate + GFF	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_12	0	-1339	1339	+	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_13	1	1506	3686	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_14	2	3709	4449	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_15	3	4468	4575	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_16	4	4572	5402	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_17	5	5412	7052	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_18	6	7045	8310	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_19	7	8310	9710	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_20	8	11248	11622	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_21	9	11913	12398	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY457BB-8-12_bin25-k141_129537_12	SY457BB-8-12_bin25-k141_129537_12	GFF+DRAM annotation	SY457BB-8-12_bin25_SY457BB-8-12_bin25-k141_129537_22	10	12440	14209	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-] (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_183	-10	-14864	-13605	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; molybdopterin molybdotransferase [EC:2.10.1.1] (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_184	-9	-13519	-12899	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Nitroreductase family [PF00881.29] (db=pfam)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_185	-8	-12775	-10529	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3] (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_186	-7	-10498	-9710	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, OmpR family, response regulator (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_187	-6	-9732	-8362	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_188	-5	-8372	-7095	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_189	-4	-7091	-5448	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_190	-3	-5414	-4614	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_191	-2	-4449	-3709	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_192	-1	-3680	-1500	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	focal MAG candidate + GFF	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_193	0	-1339	1339	-	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	joint reference search + strict-QC	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_194	1	1352	1933	-	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	joint reference search + strict-QC	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_195	2	1955	3100	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	joint reference search + strict-QC	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_196	3	3116	4234	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_197	4	4398	6671	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26] (db=pfam)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_198	5	6684	7826	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_199	6	7823	9580	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7] (db=kegg)
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_200	7	9590	9718	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33-k141_1103131_193	GFF+DRAM annotation	SY368YW-8-12_bin33_SY368YW-8-12_bin33-k141_1103131_201	8	9992	10297	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_66	-10	-12346	-11351	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9] (db=kegg)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_67	-9	-11358	-10591	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Crp-like helix-turn-helix domain [PF13545.11] (db=pfam)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_68	-8	-10349	-10047	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_69	-7	-9712	-9584	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_70	-6	-9574	-7814	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7] (db=kegg)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_71	-5	-7817	-6684	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_72	-4	-6673	-4400	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26] (db=pfam)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	joint reference search + strict-QC	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_73	-3	-4235	-3117	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	joint reference search + strict-QC	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_74	-2	-3101	-1956	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	joint reference search + strict-QC	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_75	-1	-1933	-1352	+	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	focal MAG candidate + GFF	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_76	0	-1339	1339	+	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_77	1	1501	3675	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_78	2	3705	4445	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_79	3	4470	4577	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_80	4	4661	5413	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_81	5	5453	7096	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_82	6	7100	8371	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_83	7	8364	9740	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_84	8	9737	10456	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, OmpR family, response regulator (db=kegg)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_85	9	10604	12850	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3] (db=kegg)
IS|SY456YB-8-12_bin34-k141_963697_76	SY456YB-8-12_bin34-k141_963697_76	GFF+DRAM annotation	SY456YB-8-12_bin34_SY456YB-8-12_bin34-k141_963697_86	10	12970	13590	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Nitroreductase family [PF00881.29] (db=pfam)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_82	-10	-13603	-12983	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Nitroreductase family [PF00881.29] (db=pfam)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_83	-9	-12861	-10615	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3] (db=kegg)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_84	-8	-10467	-9748	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, OmpR family, response regulator (db=kegg)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_85	-7	-9751	-8375	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_86	-6	-8382	-7111	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_87	-5	-7107	-5464	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_88	-4	-5424	-4573	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_89	-3	-4588	-4481	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_90	-2	-4459	-3719	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_91	-1	-3689	-1512	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	focal MAG candidate + GFF	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_92	0	-1339	1339	-	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	joint reference search + strict-QC	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_93	1	1352	1933	-	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	joint reference search + strict-QC	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_94	2	1956	3098	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	joint reference search + strict-QC	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_95	3	3116	4198	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_96	4	4408	6681	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11] (db=pfam)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_97	5	6693	7823	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_98	6	7820	9580	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7] (db=kegg)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_99	7	9590	9718	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_100	8	10074	10376	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_101	9	10660	11388	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Crp-like helix-turn-helix domain [PF13545.11] (db=pfam)
IS|SY459WG-8-12_bin2-k141_281775_92	SY459WG-8-12_bin2-k141_281775_92	GFF+DRAM annotation	SY459WG-8-12_bin2_SY459WG-8-12_bin2-k141_281775_102	10	11381	12376	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9] (db=kegg)
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	GFF+DRAM annotation	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_1	-4	-4555	-4415	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	joint reference search + strict-QC	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_2	-3	-4229	-3111	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	joint reference search + strict-QC	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_3	-2	-3096	-1957	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	joint reference search + strict-QC	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_4	-1	-1934	-1353	+	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	focal MAG candidate + GFF	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_5	0	-1339	1339	+	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	GFF+DRAM annotation	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_6	1	1481	3652	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11]; Adaptin N terminal region [PF01602.25] (db=pfam)
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	GFF+DRAM annotation	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_7	2	3680	4417	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	GFF+DRAM annotation	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_8	3	4435	4542	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
