target_gene_id,MAG_id,branch,habitat,sample_group,sample_id,target_contig,neighbor_orf_id,contig_id,relative_position,strand,start,end,KO,product,function_class,function_label,is_target,source_remote_orf_path
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_18,k141_14765,5,-,21347,22513,K02038,phosphate transport system permease protein,Transporter,transporter,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_19,k141_14765,6,-,22532,23782,K02037,phosphate transport system permease protein,Transporter,transporter,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_20,k141_14765,7,-,23936,24946,K02040,phosphate transport system substrate-binding protein,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_21,k141_14765,8,-,25075,25806,K07090,uncharacterized protein,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_22,k141_14765,9,-,25848,27038,K07552,"MFS transporter, DHA1 family, multidrug resistance protein",Transporter,transporter,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YW-4-8_bin7-k141_14765_13,SY366YW-4-8_bin7,canonical aioA-associated,IS,SY366YW-4-8,SY366YW-4-8,k141_14765,k141_14765_23,k141_14765,10,-,27217,27735,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_1,k141_825759,-5,+,2,730,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_2,k141_825759,-4,+,1181,2848,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_3,k141_825759,-3,-,2845,3687,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_4,k141_825759,-2,-,3805,4716,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_5,k141_825759,-1,-,4713,5708,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_6,k141_825759,0,-,5705,8194,K08356,arsenite oxidase large subunit,Target canonical aioA,AioA,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_7,k141_825759,1,-,8198,8704,K08355,arsenite oxidase small subunit,Rieske/AioB,AioB,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_8,k141_825759,2,-,8821,9150,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_9,k141_825759,3,-,9301,9621,K04755,"ferredoxin, 2Fe-2S",Rieske/AioB,Rieske,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_10,k141_825759,4,-,9624,10835,K00529,3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component,Redox/oxidoreductase,Redox,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_11,k141_825759,5,-,11412,11984,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_12,k141_825759,6,+,12597,13577,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_13,k141_825759,7,+,13612,14604,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_14,k141_825759,8,+,14795,15088,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_15,k141_825759,9,+,15205,15495,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
R2111_S300_0-10_bin19-k141_825759_6,R2111_S300_0-10_bin19,canonical aioA-associated,NS,R2111_S300,R2111_S300_0-10,k141_825759,k141_825759_16,k141_825759,10,+,15739,16713,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
C2_12-18_bin11-k141_1404867_2,C2_12-18_bin11,aioA-like-associated,ES,C2_12,C2_12-18,k141_1404867,k141_1404867_1,k141_1404867,-1,+,3,332,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
C2_12-18_bin11-k141_1404867_2,C2_12-18_bin11,aioA-like-associated,ES,C2_12,C2_12-18,k141_1404867,k141_1404867_2,k141_1404867,0,+,340,3063,K08356,arsenite oxidase large subunit,Target aioA-like K08356,AioA-like,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
C2_12-18_bin11-k141_1404867_2,C2_12-18_bin11,aioA-like-associated,ES,C2_12,C2_12-18,k141_1404867,k141_1404867_3,k141_1404867,1,+,3193,5370,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
C2_12-18_bin11-k141_1404867_2,C2_12-18_bin11,aioA-like-associated,ES,C2_12,C2_12-18,k141_1404867,k141_1404867_4,k141_1404867,2,+,5415,6407,K00425,cytochrome bd ubiquinol oxidase subunit I,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_22,k141_688982,-10,+,17766,18068,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_23,k141_688982,-9,+,18320,18442,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_24,k141_688982,-8,+,18456,20213,K00425,cytochrome bd ubiquinol oxidase subunit I,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_25,k141_688982,-7,+,20210,21343,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_26,k141_688982,-6,+,21353,23629,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_27,k141_688982,-5,+,23704,24219,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_28,k141_688982,-4,+,24216,24977,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_29,k141_688982,-3,+,25310,26428,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_30,k141_688982,-2,+,26443,27594,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_31,k141_688982,-1,+,27615,28196,K08355,arsenite oxidase small subunit,Rieske/AioB,AioB,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_32,k141_688982,0,+,28209,30887,K08356,arsenite oxidase large subunit,Target aioA-like K08356,AioA-like,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_33,k141_688982,1,+,31039,33228,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_34,k141_688982,2,+,33254,33994,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_35,k141_688982,3,+,34013,34120,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_36,k141_688982,4,+,34150,34953,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_37,k141_688982,5,+,34965,36617,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_38,k141_688982,6,+,36610,37881,K22227,AdoMet-dependent heme synthase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_39,k141_688982,7,+,37878,39251,K00231,protoporphyrinogen/coproporphyrinogen III oxidase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_40,k141_688982,8,-,39238,40461,K03750,molybdopterin molybdotransferase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_41,k141_688982,9,-,40458,41099,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin10-k141_688982_32,SY365BB-8-12_bin10,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_688982,k141_688982_42,k141_688982,10,-,41252,43447,K13587,"two-component system, cell cycle sensor histidine kinase and response regulator CckA",Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_10,k141_1297159,-10,-,11907,12533,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_11,k141_1297159,-9,+,12857,13159,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_12,k141_1297159,-8,+,13315,13437,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_13,k141_1297159,-7,+,13457,13585,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_14,k141_1297159,-6,+,13597,15354,K00425,cytochrome bd ubiquinol oxidase subunit I,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_15,k141_1297159,-5,+,15351,16490,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_16,k141_1297159,-4,+,16500,18764,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_17,k141_1297159,-3,+,18907,20028,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_18,k141_1297159,-2,+,20041,21186,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_19,k141_1297159,-1,+,21207,21788,K08355,arsenite oxidase small subunit,Rieske/AioB,AioB,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_20,k141_1297159,0,+,21801,24479,K08356,arsenite oxidase large subunit,Target aioA-like K08356,AioA-like,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_21,k141_1297159,1,+,24635,26827,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_22,k141_1297159,2,+,26853,27593,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_23,k141_1297159,3,+,27615,27722,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_24,k141_1297159,4,+,27734,28564,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_25,k141_1297159,5,+,28571,30217,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_26,k141_1297159,6,+,30217,31500,K22227,AdoMet-dependent heme synthase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_27,k141_1297159,7,+,31500,32870,K00231,protoporphyrinogen/coproporphyrinogen III oxidase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_28,k141_1297159,8,-,32867,35113,K13587,"two-component system, cell cycle sensor histidine kinase and response regulator CckA",Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_29,k141_1297159,9,+,35196,35981,K02483,"two-component system, OmpR family, response regulator",Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin26-k141_1297159_20,SY365BB-8-12_bin26,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_1297159,k141_1297159_30,k141_1297159,10,+,36092,37357,K03750,molybdopterin molybdotransferase,Annotated other,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_1,k141_832694,-4,+,2,142,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_2,k141_832694,-3,+,328,1446,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_3,k141_832694,-2,+,1461,2600,K00428,cytochrome c peroxidase,Cytochrome/peroxidase,cyt,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_4,k141_832694,-1,+,2623,3204,K08355,arsenite oxidase small subunit,Rieske/AioB,AioB,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_5,k141_832694,0,+,3218,5896,K08356,arsenite oxidase large subunit,Target aioA-like K08356,AioA-like,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_6,k141_832694,1,+,6038,8209,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_7,k141_832694,2,+,8237,8974,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_8,k141_832694,3,+,8992,9099,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_9,k141_832694,4,+,9096,9938,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_10,k141_832694,5,+,9969,11627,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY365BB-8-12_bin8-k141_832694_5,SY365BB-8-12_bin8,aioA-like-associated,IS,SY365BB-8-12,SY365BB-8-12,k141_832694,k141_832694_11,k141_832694,6,+,11624,11824,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YB-0-4_bin3-k141_281514_2,SY366YB-0-4_bin3,aioA-like-associated,IS,SY366YB-0-4,SY366YB-0-4,k141_281514,k141_281514_1,k141_281514,-1,-,3,755,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YB-0-4_bin3-k141_281514_2,SY366YB-0-4_bin3,aioA-like-associated,IS,SY366YB-0-4,SY366YB-0-4,k141_281514,k141_281514_2,k141_281514,0,-,752,3181,K08356,arsenite oxidase large subunit,Target aioA-like K08356,AioA-like,True,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
SY366YB-0-4_bin5-k141_98994_2,SY366YB-0-4_bin5,aioA-like-associated,IS,SY366YB-0-4,SY366YB-0-4,k141_98994,k141_98994_1,k141_98994,-1,-,3,611,,,Hypothetical/unknown,,False,/home/ps/ps1/data/bihongyu/cold_seep/illu/all_fa/CDS/cat_result/cat_others
