target_id	MAG_ID	contig_id	target_gene_index	neighbor_gene_index	relative_position	role	neighbor_raw_id	start	end	strand	prodigal_attrs
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	24	9	downstream	SY366YW-0-4_bin34-k141_1276861_24	30292	30489	-	ID=137_24;partial=00;start_type=TTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.439
SY366YW-0-4_bin34-k141_1276861_15	SY366YW-0-4_bin34	SY366YW-0-4_bin34-k141_1276861	15	25	10	downstream	SY366YW-0-4_bin34-k141_1276861_25	30625	31995	-	ID=137_25;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.505
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	1	-2	upstream	SY366YW-0-4_bin9-k141_1360848_1	3	665	-	ID=38_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.434
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	2	-1	upstream	SY366YW-0-4_bin9-k141_1360848_2	662	2833	-	ID=38_2;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.525
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	3	0	target	SY366YW-0-4_bin9-k141_1360848_3	2837	5512	-	ID=38_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.531
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	4	1	downstream	SY366YW-0-4_bin9-k141_1360848_4	5525	6079	-	ID=38_4;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.505
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	5	2	downstream	SY366YW-0-4_bin9-k141_1360848_5	6091	7251	-	ID=38_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.516
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	6	3	downstream	SY366YW-0-4_bin9-k141_1360848_6	7269	8390	-	ID=38_6;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.494
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	7	4	downstream	SY366YW-0-4_bin9-k141_1360848_7	8603	9631	-	ID=38_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.561
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	8	5	downstream	SY366YW-0-4_bin9-k141_1360848_8	9633	10748	-	ID=38_8;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.551
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	9	6	downstream	SY366YW-0-4_bin9-k141_1360848_9	10745	10975	-	ID=38_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.519
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	10	7	downstream	SY366YW-0-4_bin9-k141_1360848_10	10979	11827	-	ID=38_10;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.529
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	11	8	downstream	SY366YW-0-4_bin9-k141_1360848_11	11827	12168	-	ID=38_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.512
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	12	9	downstream	SY366YW-0-4_bin9-k141_1360848_12	12266	13240	-	ID=38_12;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.539
SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9	SY366YW-0-4_bin9-k141_1360848	3	13	10	downstream	SY366YW-0-4_bin9-k141_1360848_13	13315	14331	-	ID=38_13;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.521
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	3	-10	upstream	SY366YW-4-8_bin7-k141_14765_3	2745	3512	-	ID=7_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.538
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	4	-9	upstream	SY366YW-4-8_bin7-k141_14765_4	3539	5209	-	ID=7_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.526
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	5	-8	upstream	SY366YW-4-8_bin7-k141_14765_5	5418	6071	-	ID=7_5;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.528
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	6	-7	upstream	SY366YW-4-8_bin7-k141_14765_6	6114	7301	+	ID=7_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.585
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	7	-6	upstream	SY366YW-4-8_bin7-k141_14765_7	7347	8486	-	ID=7_7;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.519
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	8	-5	upstream	SY366YW-4-8_bin7-k141_14765_8	8564	10264	-	ID=7_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.522
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	9	-4	upstream	SY366YW-4-8_bin7-k141_14765_9	10289	10702	-	ID=7_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.527
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	10	-3	upstream	SY366YW-4-8_bin7-k141_14765_10	10781	11590	+	ID=7_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.490
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	11	-2	upstream	SY366YW-4-8_bin7-k141_14765_11	11604	12683	+	ID=7_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.531
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	12	-1	upstream	SY366YW-4-8_bin7-k141_14765_12	12696	13361	+	ID=7_12;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.527
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	13	0	target	SY366YW-4-8_bin7-k141_14765_13	13817	14335	+	ID=7_13;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.538
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	14	1	downstream	SY366YW-4-8_bin7-k141_14765_14	14352	16832	+	ID=7_14;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.516
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	15	2	downstream	SY366YW-4-8_bin7-k141_14765_15	16909	18060	-	ID=7_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.572
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	16	3	downstream	SY366YW-4-8_bin7-k141_14765_16	18057	19223	-	ID=7_16;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.546
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	17	4	downstream	SY366YW-4-8_bin7-k141_14765_17	19273	20304	-	ID=7_17;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.523
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	18	5	downstream	SY366YW-4-8_bin7-k141_14765_18	20481	21320	-	ID=7_18;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.510
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	19	6	downstream	SY366YW-4-8_bin7-k141_14765_19	21347	22513	-	ID=7_19;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	20	7	downstream	SY366YW-4-8_bin7-k141_14765_20	22532	23782	-	ID=7_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.533
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	21	8	downstream	SY366YW-4-8_bin7-k141_14765_21	23936	24946	-	ID=7_21;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.505
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	22	9	downstream	SY366YW-4-8_bin7-k141_14765_22	25075	25806	-	ID=7_22;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.552
SY366YW-4-8_bin7-k141_14765_13	SY366YW-4-8_bin7	SY366YW-4-8_bin7-k141_14765	13	23	10	downstream	SY366YW-4-8_bin7-k141_14765_23	25848	27038	-	ID=7_23;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.553
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	12	-10	upstream	SY366YW-8-12_bin2-k141_497241_12	12959	13336	-	ID=27_12;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.415
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	13	-9	upstream	SY366YW-8-12_bin2-k141_497241_13	13524	14252	-	ID=27_13;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.466
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	14	-8	upstream	SY366YW-8-12_bin2-k141_497241_14	14377	16644	+	ID=27_14;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.467
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	15	-7	upstream	SY366YW-8-12_bin2-k141_497241_15	16671	18083	-	ID=27_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.506
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	16	-6	upstream	SY366YW-8-12_bin2-k141_497241_16	18034	19311	-	ID=27_16;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.534
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	17	-5	upstream	SY366YW-8-12_bin2-k141_497241_17	19315	20955	-	ID=27_17;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.522
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	18	-4	upstream	SY366YW-8-12_bin2-k141_497241_18	20965	21816	-	ID=27_18;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.514
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	19	-3	upstream	SY366YW-8-12_bin2-k141_497241_19	21813	21920	-	ID=27_19;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.417
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	20	-2	upstream	SY366YW-8-12_bin2-k141_497241_20	21944	22684	-	ID=27_20;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.453
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	21	-1	upstream	SY366YW-8-12_bin2-k141_497241_21	22710	24908	-	ID=27_21;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.504
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	22	0	target	SY366YW-8-12_bin2-k141_497241_22	25062	27740	-	ID=27_22;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.511
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	23	1	downstream	SY366YW-8-12_bin2-k141_497241_23	27752	28333	-	ID=27_23;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.507
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	24	2	downstream	SY366YW-8-12_bin2-k141_497241_24	28354	29505	-	ID=27_24;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.516
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	25	3	downstream	SY366YW-8-12_bin2-k141_497241_25	29526	30644	-	ID=27_25;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.507
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	26	4	downstream	SY366YW-8-12_bin2-k141_497241_26	30788	33052	-	ID=27_26;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.514
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	27	5	downstream	SY366YW-8-12_bin2-k141_497241_27	33063	34205	-	ID=27_27;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.539
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	28	6	downstream	SY366YW-8-12_bin2-k141_497241_28	34202	35959	-	ID=27_28;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.494
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	29	7	downstream	SY366YW-8-12_bin2-k141_497241_29	35971	36099	-	ID=27_29;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.488
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	30	8	downstream	SY366YW-8-12_bin2-k141_497241_30	36353	36655	-	ID=27_30;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.442
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	31	9	downstream	SY366YW-8-12_bin2-k141_497241_31	36848	37615	+	ID=27_31;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.462
SY366YW-8-12_bin2-k141_497241_22	SY366YW-8-12_bin2	SY366YW-8-12_bin2-k141_497241	22	32	10	downstream	SY366YW-8-12_bin2-k141_497241_32	37608	38585	+	ID=27_32;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.495
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	1	-8	upstream	SY368YW-4-8_bin24-k141_617455_1	3	350	+	ID=59_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.537
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	2	-7	upstream	SY368YW-4-8_bin24-k141_617455_2	338	988	+	ID=59_2;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.570
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	3	-6	upstream	SY368YW-4-8_bin24-k141_617455_3	1374	1619	+	ID=59_3;partial=00;start_type=TTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.528
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	4	-5	upstream	SY368YW-4-8_bin24-k141_617455_4	1900	2616	-	ID=59_4;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.589
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	5	-4	upstream	SY368YW-4-8_bin24-k141_617455_5	2717	4921	+	ID=59_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.605
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	6	-3	upstream	SY368YW-4-8_bin24-k141_617455_6	5054	6145	+	ID=59_6;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.616
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	7	-2	upstream	SY368YW-4-8_bin24-k141_617455_7	6158	7276	+	ID=59_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.618
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	8	-1	upstream	SY368YW-4-8_bin24-k141_617455_8	7273	7824	+	ID=59_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.589
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	9	0	target	SY368YW-4-8_bin24-k141_617455_9	7841	10504	+	ID=59_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.598
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	10	1	downstream	SY368YW-4-8_bin24-k141_617455_10	10563	11090	+	ID=59_10;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.608
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	11	2	downstream	SY368YW-4-8_bin24-k141_617455_11	11025	11156	-	ID=59_11;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.598
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	12	3	downstream	SY368YW-4-8_bin24-k141_617455_12	12116	13582	+	ID=59_12;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.643
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	13	4	downstream	SY368YW-4-8_bin24-k141_617455_13	13600	14964	+	ID=59_13;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.596
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	14	5	downstream	SY368YW-4-8_bin24-k141_617455_14	15012	15716	+	ID=59_14;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.567
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	15	6	downstream	SY368YW-4-8_bin24-k141_617455_15	15996	16220	+	ID=59_15;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.551
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	16	7	downstream	SY368YW-4-8_bin24-k141_617455_16	16194	16874	-	ID=59_16;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.573
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	17	8	downstream	SY368YW-4-8_bin24-k141_617455_17	16960	18366	+	ID=59_17;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.623
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	18	9	downstream	SY368YW-4-8_bin24-k141_617455_18	18401	19225	+	ID=59_18;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.596
SY368YW-4-8_bin24-k141_617455_9	SY368YW-4-8_bin24	SY368YW-4-8_bin24-k141_617455	9	19	10	downstream	SY368YW-4-8_bin24-k141_617455_19	19222	19953	+	ID=59_19;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.612
SY368YW-8-12_bin14-k141_222555_4	SY368YW-8-12_bin14	SY368YW-8-12_bin14-k141_222555	4	1	-3	upstream	SY368YW-8-12_bin14-k141_222555_1	3	2720	-	ID=479_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.564
SY368YW-8-12_bin14-k141_222555_4	SY368YW-8-12_bin14	SY368YW-8-12_bin14-k141_222555	4	2	-2	upstream	SY368YW-8-12_bin14-k141_222555_2	2763	4622	-	ID=479_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.575
SY368YW-8-12_bin14-k141_222555_4	SY368YW-8-12_bin14	SY368YW-8-12_bin14-k141_222555	4	3	-1	upstream	SY368YW-8-12_bin14-k141_222555_3	4690	5694	-	ID=479_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.544
SY368YW-8-12_bin14-k141_222555_4	SY368YW-8-12_bin14	SY368YW-8-12_bin14-k141_222555	4	4	0	target	SY368YW-8-12_bin14-k141_222555_4	5802	8312	-	ID=479_4;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.556
SY368YW-8-12_bin14-k141_222555_4	SY368YW-8-12_bin14	SY368YW-8-12_bin14-k141_222555	4	5	1	downstream	SY368YW-8-12_bin14-k141_222555_5	8309	9061	-	ID=479_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.563
SY368YW-8-12_bin16-k141_314641_4	SY368YW-8-12_bin16	SY368YW-8-12_bin16-k141_314641	4	1	-3	upstream	SY368YW-8-12_bin16-k141_314641_1	1	774	+	ID=25_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.603
SY368YW-8-12_bin16-k141_314641_4	SY368YW-8-12_bin16	SY368YW-8-12_bin16-k141_314641	4	2	-2	upstream	SY368YW-8-12_bin16-k141_314641_2	828	1301	-	ID=25_2;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.595
SY368YW-8-12_bin16-k141_314641_4	SY368YW-8-12_bin16	SY368YW-8-12_bin16-k141_314641	4	3	-1	upstream	SY368YW-8-12_bin16-k141_314641_3	1452	2042	+	ID=25_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.599
SY368YW-8-12_bin16-k141_314641_4	SY368YW-8-12_bin16	SY368YW-8-12_bin16-k141_314641	4	4	0	target	SY368YW-8-12_bin16-k141_314641_4	2042	4516	+	ID=25_4;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.612
SY368YW-8-12_bin16-k141_314641_4	SY368YW-8-12_bin16	SY368YW-8-12_bin16-k141_314641	4	5	1	downstream	SY368YW-8-12_bin16-k141_314641_5	4559	5233	-	ID=25_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.627
SY368YW-8-12_bin16-k141_314641_4	SY368YW-8-12_bin16	SY368YW-8-12_bin16-k141_314641	4	6	2	downstream	SY368YW-8-12_bin16-k141_314641_6	5271	6389	+	ID=25_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.602
SY368YW-8-12_bin16-k141_314641_4	SY368YW-8-12_bin16	SY368YW-8-12_bin16-k141_314641	4	7	3	downstream	SY368YW-8-12_bin16-k141_314641_7	6364	6567	-	ID=25_7;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.623
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	183	-10	upstream	SY368YW-8-12_bin33-k141_1103131_183	192194	193189	-	ID=30_183;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.561
