sample_habitat	final_clade	final_clade_name	research_category	feature_name	source_type	n_samples	n_unique_MAG	total_host_TPM_all_samples	mean_total_host_TPM_per_sample	median_total_host_TPM_per_sample	mean_functional_host_TPM_50_per_sample	n_samples_host_detected	sample_host_detection_prevalence_pct	sample_functional_detection_prevalence_50_pct	abundance_weighted_score_pct	dual_MAG_excluded	reference_bias_note	score_aggregation_note	plot_label	prevalence_plot	weighted_score_plot
IS	Clade 4	IdrA-associated with DIRM-like synteny	Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	19483.5368309524	20	95.2380952380952	95.2380952380952	42.9199484989319	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	95.2380952380952	42.9199484989319
IS	Clade 4	IdrA-associated with DIRM-like synteny	Carbon	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	1912.56727428571	20	95.2380952380952	52.3809523809524	30.8129783853914	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	52.3809523809524	30.8129783853914
IS	Clade 4	IdrA-associated with DIRM-like synteny	Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	44739.9579104762	20	95.2380952380952	95.2380952380952	47.3351092521531	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Motility | Flagellar Assembly (partial 36-KO reconstruction)	95.2380952380952	47.3351092521531
IS	Clade 4	IdrA-associated with DIRM-like synteny	Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	3800.76797047619	20	95.2380952380952	80.952380952381	35.940175734418	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Denitrification, nitrate => nitrogen	80.952380952381	35.940175734418
IS	Clade 4	IdrA-associated with DIRM-like synteny	Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	18884.761932381	20	95.2380952380952	90.4761904761905	32.8835011554814	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Nitrate assimilation	90.4761904761905	32.8835011554814
IS	Clade 4	IdrA-associated with DIRM-like synteny	Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	57400.7948085714	20	95.2380952380952	95.2380952380952	51.6124882384976	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Urea cycle	95.2380952380952	51.6124882384976
IS	Clade 4	IdrA-associated with DIRM-like synteny	Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	4688.34115666667	20	95.2380952380952	85.7142857142857	10.4086502494942	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Urea transport system	85.7142857142857	10.4086502494942
IS	Clade 4	IdrA-associated with DIRM-like synteny	Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	3440.00125428571	20	95.2380952380952	57.1428571428571	31.2571251235245	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	57.1428571428571	31.2571251235245
IS	Clade 4	IdrA-associated with DIRM-like synteny	Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	360.766716190476	20	95.2380952380952	23.8095238095238	37.10060617693	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	23.8095238095238	37.10060617693
IS	Clade 4	IdrA-associated with DIRM-like synteny	Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	360.766716190476	20	95.2380952380952	23.8095238095238	14.5447285385337	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Sulfonate transport system	23.8095238095238	14.5447285385337
IS	Clade 4	IdrA-associated with DIRM-like synteny	Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	44822.8421650476	20	95.2380952380952	95.2380952380952	56.539367774735	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	95.2380952380952	56.539367774735
IS	Clade 4	IdrA-associated with DIRM-like synteny	Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	63003.1413574286	20	95.2380952380952	95.2380952380952	83.1172484796194	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	95.2380952380952	83.1172484796194
IS	Clade 4	IdrA-associated with DIRM-like synteny	Vitamin B12	Cobalamin biosynthesis, precorrin2 => cobinamide	Previous algorithm: distinct-gene set coverage	21	20	1323065.968506	63003.1413574286	35191.60019	57546.1835542857	20	95.2380952380952	95.2380952380952	49.7825898923462	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Vitamin B12 | Cobalamin biosynthesis, precorrin2 => cobinamide	95.2380952380952	49.7825898923462
NS	Clade 1	Canonical AioA-associated	Carbon	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Previous algorithm: distinct-gene set coverage	8	3	130500.0825	16312.5103125	10646.17725	16312.5103125	5	62.5	62.5	50	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	62.5	50
NS	Clade 1	Canonical AioA-associated	Carbon	Glycolysis, core module involving three-carbon compounds	Previous algorithm: distinct-gene set coverage	8	3	130500.0825	16312.5103125	10646.17725	16312.5103125	5	62.5	62.5	50	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Glycolysis, core module involving three-carbon compounds	62.5	50
NS	Clade 1	Canonical AioA-associated	Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	8	3	130500.0825	16312.5103125	10646.17725	16312.5103125	5	62.5	62.5	66.6666666666667	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Urea cycle	62.5	66.6666666666667
NS	Clade 2	Unknown/uncertain DMSOR	Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	8	7	226258.81845	28282.35230625	23677.020375	7404.8723	5	62.5	62.5	35.5428783973665	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Nitrate assimilation	62.5	35.5428783973665
NS	Clade 3	IdrA-associated without complete DIRM-like synteny	Arsenic	Arsenate detoxification/resistance (arsC) marker carriage	Independent non-focal arsenic HMM-marker carriage	8	19	158047.6657	19755.9582125	16080.76825	10965.9313375	5	62.5	62.5	55.6758681698687	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Arsenic | Arsenate detoxification/resistance (arsC) marker carriage	62.5	55.6758681698687
NS	Clade 3	IdrA-associated without complete DIRM-like synteny	Carbon	Pyruvate oxidation, pyruvate => acetyl-CoA	Previous algorithm: distinct-gene set coverage	8	19	158047.6657	19755.9582125	16080.76825	400.342475	5	62.5	37.5	9.56701658965063	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | Pyruvate oxidation, pyruvate => acetyl-CoA	37.5	9.56701658965063
NS	Clade 3	IdrA-associated without complete DIRM-like synteny	Carbon	TCA /Reductive TCA	Previous algorithm: distinct-gene set coverage	8	19	158047.6657	19755.9582125	16080.76825	666.980025	5	62.5	37.5	3.0864849942453	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Carbon | TCA /Reductive TCA	37.5	3.0864849942453
NS	Clade 3	IdrA-associated without complete DIRM-like synteny	Motility	Flagellar Assembly (partial 36-KO reconstruction)	Previous algorithm: distinct-gene set coverage	8	19	158047.6657	19755.9582125	16080.76825	400.342475	5	62.5	37.5	2.16347127921326	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Motility | Flagellar Assembly (partial 36-KO reconstruction)	37.5	2.16347127921326
NS	Clade 3	IdrA-associated without complete DIRM-like synteny	Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	8	19	158047.6657	19755.9582125	16080.76825	8790.026875	5	62.5	62.5	40.7206886383552	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Nitrogen | Urea cycle	62.5	40.7206886383552
NS	Clade 3	IdrA-associated without complete DIRM-like synteny	Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	8	19	158047.6657	19755.9582125	16080.76825	400.342475	5	62.5	37.5	6.67639210260782	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	37.5	6.67639210260782
NS	Clade 3	IdrA-associated without complete DIRM-like synteny	Vitamin B12	Cobalamin biosynthesis, cobinamide => cobalamin	Previous algorithm: distinct-gene set coverage	8	19	158047.6657	19755.9582125	16080.76825	400.342475	5	62.5	37.5	15.2209606471426	FALSE	Descriptive only: target MAGs were quantified within four different background references (IS 315, AS 128, ES 252, NS 156 MAGs)	Each sample is equally weighted: calculate sum(TPM*score)/sum(TPM) within detected hosts per sample, then average non-missing sample scores within habitat; host-nondetection samples are NA for fill	Vitamin B12 | Cobalamin biosynthesis, cobinamide => cobalamin	37.5	15.2209606471426
